post_title,post_content,post_address,post_city,post_region,post_country,post_zip,post_latitude,post_longitude,post_tel,post_email,post_website,toilets,shower,bbq,drinking_water,power_supply,sanitary_dump_station,dogs,tents,caravans
Providence Ponds,,,,,Australia,,-37.9211575,147.2739853,,,,,,,,,,,,
Psyche Bends,,,,,Australia,,-34.2513462,142.2331296,,,,,,,,,,,,
Pump Road Camp,,,,,Australia,,-34.60694,142.80278,,,,,,,,,,,,
Pyramid Hill Caravan Park,,,,,Australia,,-36.05528,144.125,,,,,,,,,,,,
Red Box Camp,,,,,Australia,,-37.51861,146.62278,,,,yes,,,,,,,yes,no
Reeves Beach Coastal Reserve,,,,,Australia,,-38.57333,146.95222,,,,,,,,,,,,
Riverbank Caravan Park,,,,,Australia,,-36.05417,145.20972,+61 4 3858 6628,,,,,,,,,,,
Rochester North Rest Area,,,,,Australia,,-36.27528,144.70139,,,,,,,,,,,,
Rosedale Picnic Area,,,,,Australia,,-37.03333,142.34111,,,,,,,,,,,,
Rubicon River Rest Area,,,,,Australia,,-37.2790892,145.7995296,,,,,,,,,,,,
Running Creek Rest Area,,,,,Australia,,-36.54444,147.04639,,,,,,,,,,,,
Runnymede Highway Park,Parks Victoria,,,,Australia,,-36.5224704,144.6242882,,,,no,,,,,,,yes,yes
Rutherglen East Rest Area,,,,,Australia,,-36.04722,146.63444,,,,,,,,,,,,
Ryan Creek Rest Area,,,,,Australia,,-36.48667,143.71417,,,,,,,,,,,yes,yes
Rye Foreshore Reserve,,,,,Australia,,-38.37028,144.82472,,,,,,,,,,,,
Scotts Beach,,,,,Australia,,-35.9302736,145.6821297,,,,,,,,,,,,
Sea Lake Caravan & Camping Park,,,,,Australia,,-35.5031687,142.8461087,,,,,,,,,,,,
Serviceton Recreational Reserve,,,,,Australia,,-36.3866374,140.9808681,,,,yes,yes,,,yes,,,yes,yes
Shallow Inlet Campground,,,,,Australia,,-38.82111,146.17167,,,,,,,,,,,,
Skinners Flat Reservoir,,,,,Australia,,-36.36611,143.58583,,,,,,,,,,,,
Smoko Camping Area,,,,,Australia,,-36.8275,147.07667,,,,,,,,,,,,
Smythesdale Gardens,,,,,Australia,,-37.63917,143.68583,,,,,,,,,,,,
Snowy Creek Campground,,,,,Australia,,-36.59611,147.43861,,,,,,,,,,,,
Snowy River Rest Area 1,,,,,Australia,,-37.7399006,148.5067979,,,,,,,,,,,,
Snowy River Rest Area 2,,,,,Australia,,-37.7678824,148.5368815,,,,,,,,,,,,
Sorrento Foreshore Reserve,,,,,Australia,,-38.34417,144.75222,,,,,,,,,,,,
Spences Bend,,,,,Australia,,-34.4455744,142.3634065,,,,,,,,,,,,
Stan Allen Reserve,,,,,Australia,,-36.44306,146.37889,,,,,,,,,,,,
Stuart Mill South Rest Area,,,,,Australia,,-36.83972,143.31944,,,,,,,,,,,,
Surrey Ridge Campground,,,,,Australia,,-38.18389,141.50417,,,,,,,,,,,,
Swan Lake Campground,,,,,Australia,,-38.21361,141.31111,,,,,,,,,,,,
Swifts Creek Caravan & Tourist Park,East Gippsland Shire,,,,Australia,,-37.2612554,147.7244066,,,,yes,yes,,,yes,,,yes,yes
Tallangatta Creek Rest Area,,,,,Australia,,-36.1952979,147.3173881,,,,,,,,,,,,
Taradale Mineral Springs Reserve,,,,,Australia,,-37.13861,144.34972,,,,,,,,,,,,
Tarrington Town Park,,,,,Australia,,-37.76639,142.09833,,,,yes,no,,no,no,,,yes,yes
Tea Tree Lake,,,,,Australia,,-38.08167,142.80917,,,,,,,,,,,,
Terrick Terrick Campground,Parks Victoria,,,,Australia,,-36.1687473,144.2419783,,,,yes,no,,,,,,yes,yes
The Glasshouse Camping Area,,,,,Australia,,-37.84639,148.10917,,,,,,,,,,,,
The Walnuts Campground / Rest Area,Private Property with toilet on crown land. Permission given.,,,,Australia,,-36.615,147.42583,,,,yes,no,,,,,,yes,yes
Mueller Inlet Campground,,,,,Australia,,-37.77722,149.32361,,,,,,,,,,,,
Tolmie Rest Area,,,,,Australia,,-36.91778,146.26528,,,,,,,,,,,,
Tongala Turnoff Rest Area,,,,,Australia,,-36.1993701,144.950849,,,,no,,,,,,,,yes
Flourbag Reserve,,,,,Australia,,-37.3834041,146.2124546,,,,,,,,,,,,
Twelve Mile Reserve,,,,,Australia,,-37.38472,146.22861,,,,,,,,,,,,
Two Mile Creek,,,,,Australia,,-37.40861,147.25778,,,,,,,,,,,,
Underbool Rest Area,,,,,Australia,,-35.1695179,141.809875,,,,yes,yes,,,yes,,,,
Victoria Falls Campingground,,,,,Australia,,-37.09361,147.425,,,,,,,,,,,,
Unknown,,,,,Australia,,-35.195,143.41722,,,,,,,,,,,,
Wail Picnic Area,,,,,Australia,,-36.5094623,142.1033806,,,,,,,,,,,,
Wakiti Creek Resort,,,,,Australia,,-36.13694,145.02889,,,,,,,,,,,,
Wakool Junction,,,,,Australia,,-34.8580881,143.3521366,,,,,,,,,,,,
Wallagaraugh River Retreat,David and Lynette,Peisleys Road,,,Australia,3891,-37.4520789,149.6919164,,,,,,,,,,,,
Wallpolla Island,,,,,Australia,,-34.1538164,141.7790708,,,,,,,,,,,,
Walshs Bend Camp,,,,,Australia,,-34.6077064,142.8238162,,,,,,,,,,,,
Warrnambool Showgrounds,,,,,Australia,,-38.3769052,142.4648987,,,,,,,,,,,,
Watts Bend,,,,,Australia,,-34.5320319,142.3769464,,,,,,,,,,,,
Wee Wee Rup Rest Area,,,,,Australia,,-35.85861,144.28639,,,,,,,,,,,,
Wemen Rest Area,,,,,Australia,,-34.78222,142.6369051,,,,no,,,,,,,yes,yes
Willaura Recreation Grounds,,,,,Australia,,-37.5453434,142.7433194,,,,,,,,,,,,
Wonga Campground,,,,,Australia,,-35.58667,142.05056,,,,,,,,,,,,
Woodend Town Park,,,,,Australia,,-37.35389,144.52944,,,,,,,,,,,,
Wooroonook Lake,,,,,Australia,,-36.26056,143.19611,,,,,,,,,,,,
Wulgulmerang Recreation Reserve,,,,,Australia,,-37.0684697,148.25913,,,,yes,yes,,no,yes,yes,,yes,yes
Wunghnu Rest Area,,,,,Australia,,-36.1555468,145.4308856,,,,,,,,,,,,
Wycheproof Caravan Park,,,,,Australia,,-36.0695131,143.226136,+61 3 5493 7278,,,,,,,,,,,yes
Yambuk Caravan Park,,,,,Australia,,-38.3390521,142.0542855,,,,,,,,,,,,
Yuppeckiar Park,,,,,Australia,,-37.6358727,142.4824902,,,,,,,,,,,,
Allans Flat Reserve,,,,,Australia,,-36.2740959,146.9092935,,,,,,,,,,,,
Aysons Reserve (Campaspe River),,Burnewang Road,,,Australia,3558,-36.4591466,144.6706584,,,,,,,,,,,,
Barmah Lakes Campground,,,,,Australia,,-35.9562482,144.9589455,,,,,,,,,,,,
Browns Camping Area 2,Parks Victoria,,,,Australia,,-35.8608213,145.2959087,,,,no,,,,,,,,
