post_title,post_content,post_address,post_city,post_region,post_country,post_zip,post_latitude,post_longitude,post_tel,post_email,post_website,toilets,shower,bbq,drinking_water,power_supply,sanitary_dump_station,dogs,tents,caravans
Unknown,,,,,Australia,,-30.9995099,152.2092197,,,,,,,,,,,,
Youdales Hut Campground,,,,,Australia,,-31.0734574,152.2549173,,,,,,,,,,,,
Unknown,,,,,Australia,,-31.3757753,152.2458525,,,,,,,,,,,,
Unknown,,,,,Australia,,-31.4939103,151.8577119,,,,,,,,,,,,
Unknown,,,,,Australia,,-31.6613822,152.6751706,,,,,,,,,,,,
Unknown,,,,,Australia,,-32.4547958,152.2858628,,,,,,,,,,,,
Shelly Point,,,,,Australia,,-32.455586,152.3781629,,,,,,,,,,,,
Unknown,,,,,Australia,,-32.4851026,152.3279709,,,,,,,,,,,,
Unknown,,,,,Australia,,-32.5185197,152.3219726,,,,,,,,,,,,
Bielany,,Upper Colo Road,,,Australia,,-33.4245268,150.8101714,,,,,,,,,,,,
Camp Yarramundi,,,,,Australia,,-33.6168433,150.6801973,,,,,,,,,,,,
Dalmeny Caravan And Camping Ground,,,,,Australia,,-36.1639101,150.1270156,,,,,,,,,,,,
Dingo Dell Campground,,,,,Australia,,-33.971782,149.9667023,,,http://org.wildwalks.com/camping-in-nsw-parks/near-sydney-campsites/dingo-dell-camping-ground.html,,,,,,,,,
Guides Of NSW Glengarry Camp,,,,,Australia,,-33.7091615,151.1523163,,,https://www.girlguides-nswact.org.au/Web/Web/Properties/Glengarry.aspx,yes,yes,,,,,,yes,no
Lagoon Point Conference And Camping Area,,,,,Australia,,-35.4074928,150.4367459,,,,,,,,,,,,
Saltwater Reserve,,,,,Australia,,-32.0083965,152.5625125,,,,,,,,,,,,
Shoalhaven Zoo Camping Reserve,,,,,Australia,,-34.8718705,150.5674134,,,https://www.visitnsw.com/destinations/south-coast/jervis-bay-and-shoalhaven/nowra/accommodation/shoalhaven-zoo-camping-reserve,,,,,,,,,
Barraba Showground,,,,,Australia,,-30.3857301,150.5982468,,,,,,,,,,,,
Temporary Camping Only - Country Music Festival,,,,,Australia,,-30.9318449,150.8453434,,,,yes,yes,,,,,,,
Unknown,,,,,Australia,,-34.6425859,148.0413043,,,,,,,,,,,,
Unknown,,,,,Australia,,-36.048314,146.970644,,,,,,,,,,,,
Bathurst Showgrounds Camping Area,,,,,Australia,,-33.4175421,149.5900656,,,,,,,,,,,,
Billy Grace Reserve,,Nottingham Road,,,Australia,,-35.1387911,148.6815124,,,,yes,yes,yes,,,yes,,yes,yes
Chaffey Dam Camping Reserve,,,,,Australia,,-31.358846,151.134401,,,https://www.waternsw.com.au/supply/visit/chaffey-dam,yes,,,,,,,,
Wattle Flat Heritage Lands Northern Section Camping Area,Bathurst Regional Council,,,,Australia,,-33.1362118,149.6866569,,,,yes,no,,,,,,yes,yes
Lanikai Camping Ground,,,,,Australia,,-28.7689094,152.4304994,,,,,,,,,,,,
Maca s Camping Ground,,,,,Australia,,-28.4948804,153.4113369,,,,,,,,,,,,
Teamsters Rest Campsite,,,,,Australia,,-31.5190459,151.0865104,,,,,,,,,,,,
The Grove,,,,,Australia,,-33.3610354,150.942068,,,,,,,,,,,,
The Rock Recreational Grounds,,,,,Australia,,-35.264768,147.11209,,,,yes,yes,,yes,no,no,,yes,yes
Unknown,,,,,Australia,,-35.3559882,149.2297777,,,,,,,,,,,,
Pleasant Hills Campground,,,,,Australia,,-35.4624011,146.8021451,,,,,,,,,,,,
Unknown,,,,,Australia,,-35.522999,144.963904,,,,,,,,,,,,
Unknown,,,,,Australia,,-36.0519873,146.9704387,,,,,,,,,,,,
Austin Caravan Park,Top Tourist Parks,,,,Australia,,-31.1141769,150.9603504,,,,,,,,,,,,
Aloomba Lavender,Optional booking/reservation available through Hipcamp,Mount Lindesay Road,,NSW,Australia,2372,-28.6185016,152.0972327,+61 7 4686 1191,,https://www.aloombalavender.com.au/,yes,yes,,,yes,no,,yes,yes
Burrellea Caravan Park - Closed,,,,,Australia,,-28.4861782,153.2212772,,,,,,,,,,,,
Hidden Valley Tea Gardens Camping,,Gradys Creek Road,,,Australia,,-28.3800878,152.9779652,+61 4 0780 8840,,,,,,,,,,yes,yes
Sommerville Valley Tourist Park,,,,,Australia,,-28.7119109,151.9994047,,,,,,,,,,,yes,
Tamworth North Holiday Park,,,,,Australia,,-31.1238149,150.9829969,,,,,,,,,,,,
Sandy Creek Camp,,,,,Australia,,-34.6708923,150.3819648,,,,,,,,,,,,
Unknown,Free Campsite,,,,Australia,,-23.7923481,133.872942,,,,,,,,,,,,
The Oaks,QPWS,,,,Australia,,-25.8272221,153.0731183,,,,,,,,,,,,
Horizons Kangaroo Sanctuary,,Fitzroy Crescent,,QLD,Australia,4677,-24.2046389,151.8816733,+61 7 4974 7783,,,,,,,,,,,
Pender Bay Escape,,,,,Australia,,-16.775475,122.61075,,,,,,,,,,,,
Pacific Palms Caravan Park,,,,,Australia,,-32.3315152,152.5343747,,,,,,,,,,,,
Embalgun - Smithy's Seaside Adventures,,,,,Australia,,-16.800154,122.62777,,,,,,,,,,,,
long river,,Winton Jundah Road,,,Australia,,-22.4179586,143.0334388,,,,,,,,,,,,
Unknown,,,,,Australia,,-37.7800831,148.9225492,,,,,,,,,,,,
Lake Boga Campsite,Pay at caravan park,,,,Australia,,-35.4406626,143.6604045,,,,,,,,,,,,
Kulin Caravan Park,,Johnston Street,,,Australia,,-32.6669968,118.1583328,,,https://www.kulin.wa.gov.au/main/tourism/accommodation/,,,,,,,,,
Junee Tourist Park,,Sunnyside Road,,,Australia,2663,-34.8596457,147.5762218,+61 2 6924 1316,info@juneetouristpark.com.au,,,,,,,,,,
Jaurdi Homestead,,,,,Australia,,-30.8164847,120.1620712,,,,,,,,,,,,
Reflections Byron Bay - Holiday Park,,Lighthouse Road,,NSW,Australia,2481,-28.6426989,153.6244885,,ByronBay@reflectionsholidays.com.au,https://reflectionsholidays.com.au/parks/byron-bay/,,,,,,,,yes,yes
Freshwater Lake Campground,,,,,Australia,,-37.5859568,142.3187149,,,,,,,,,,,,
Unknown,,,,,Australia,,-16.4571573,123.0509401,,,,,,,,,,,,
Theresa Creek Dam Campground,,,,,Australia,,-22.9702902,147.5528114,,,,,,,,,,,,
Cape River Rest Area,,,,,Australia,,-20.9871605,146.4189878,,,,yes,no,,,,,,,
Botanic Gardens Free Campsite,,,,,Australia,,-23.5306077,148.1663754,,,,no,,,,,,,,yes
Mackenzie Park / Duaringa Rest Area,Free campsite with toilets and hot showers. Please leave a donation at the Info Centre.,,,,Australia,,-23.7209911,149.6728373,,,,yes,yes,,,,yes,,yes,yes
Lake Awoonga Caravan Park,,,,,Australia,,-24.0712748,151.3033131,,,,,,,,,,,,
Platypus Bushcamp,,,,,Australia,,-21.0842657,148.636279,,,http://bushcamp.net/,,,,,,,,,
Bingara Riverside Camp,,,,,Australia,,-29.8610541,150.5764415,,,,,,,,,,,,
