post_title,post_content,post_address,post_city,post_region,post_country,post_zip,post_latitude,post_longitude,post_tel,post_email,post_website,toilets,shower,bbq,drinking_water,power_supply,sanitary_dump_station,dogs,tents,caravans
Janes Bay,,,,,Australia,,-22.712322,113.7123477,,,,,,,,,,,,
Oaky Beach Camp Ground,,,,,Australia,,-35.7025972,150.2781051,,,,yes,,,no,no,,,yes,
Sarawak West,"Queensland Goverment, Department of Environment and Science",Inskip Point Road,,,Australia,,-25.8099384,153.0557925,,,,yes,no,,,,,,yes,yes
Camp 2,National Parks and Wildlife Service South Australia,,,,Australia,,-33.4588221,140.7138049,,,https://www.parks.sa.gov.au/parks/danggali-conservation-park-and-wilderness-protection-area/booking/73195,,,,,,,,,
Erica caravan park,,,,,Australia,,-37.9789699,146.3733036,,,,,,,,,,,,
Yapari Ngawanthi (Cliffs) campground hike-in only,"Hiker-only campground on the Wild South Coast Way / Heysen Trail. Facilities: camp shelter with tables, bench and basin, nearby toilet. Campfires are prohibited at all times. Campsites are unpowered, either platform or earth. No vehicle access.",,,,Australia,,-35.6303748,138.2576221,,,https://www.parks.sa.gov.au/parks/wild-south-coast-way/booking/140962,yes,,,yes,,,,yes,no
Unknown,,,,,Australia,,-34.7575837,146.5976492,,,,,,,,,,,,
short stay campervan,council,,,,Australia,,-35.5191239,148.152796,,,,,,,,,,,no,yes
Unknown,,,,,Australia,,-32.4955885,118.2680684,,,,,,,,,,,,
Unknown,Shire Kondinin,,,,Australia,,-32.4957811,118.2641229,,,,,,,,yes,yes,,,
Unknown,,,,,Australia,,-35.2486181,139.4587322,,,,,,,,,,,,
Tarcoola,,,,,Australia,,-27.6074693,153.2276696,,,,,,,,,,,,
Unknown,,Dredge Avenue,,,Australia,2569,-34.1963616,150.7185686,,,,,,,,,,,,
Burt Plains Bush Camp,,,,,Australia,,-23.3864076,133.8140651,,,,,,,,,,,,
Federal Hotel,,May Street,,,Australia,,-26.5882912,149.1860756,,,,,,,,,,,no,yes
Louisa Bay Campsite,,,,,Australia,,-43.5150673,146.358791,,,,,,,,,,,,
Louisa River Campsite,Parks and Wildlife,,,,Australia,,-43.4862958,146.4098433,,,,,no,,,,,,yes,no
Trackcutters Camp,,,,,Australia,,-43.5954099,146.7216905,,,,,,,,,,,,
Corella Dam,,,,,Australia,,-20.8376709,140.0460634,,,,,,,,,,,,
Wuldi Krikin Ngawanthi (Eagle Waterhole campground),,,,,Australia,,-35.6463957,138.1925069,,,,,,,,,,,,no
Thomas Boyd Trackhead,,,,,Australia,,-35.3732237,148.416329,,,https://thomasboydtrackhead.com/,yes,no,,,,,,yes,
Breakfast Creek - Cox River junction,,,,,Australia,,-33.808558,150.1786171,,,,,,,,,,,yes,no
Eustace Camping Area,,,,,Australia,,-36.6282071,147.6396954,,,,,,,,,,,,
Lakeside Caravan Park,,Tinaburra Drive,,QLD,Australia,,-17.2507886,145.583246,,,,yes,yes,,yes,yes,customers,,yes,yes
Bowenville Hotel,,,,,Australia,,-27.3039206,151.4919501,,,,,,,,yes,no,,yes,yes
Mareeba Bush Stays,,Gibbons Lane,,QLD,Australia,,-17.0511262,145.3681767,,,,,,,,,,,yes,yes
Jones Bridge Camp Site,,,,,Australia,,-35.3731165,148.2572633,,,,,,,,,,,yes,
Corindi Beach Reserve Campground,,,,,Australia,,-30.0231171,153.1997604,,,,,,,,,,,yes,yes
Unknown,,Archer Point Road,,QLD,Australia,,-15.5968544,145.3264059,,,,,,,,,,,yes,yes
Unknown,,Archer Point Road,,QLD,Australia,,-15.5986483,145.3261983,,,,,,,,,,,yes,yes
1770 Travellers Rest Camping,,,,,Australia,,-24.2503669,151.8412088,,,,,,,,,,,,
Tom Cat Hill Campground,,,,,Australia,,-28.9872337,134.7443867,+61 422 212 270,,https://www.tomcathill.net/,yes,hot,,yes,as_3112,,,no,yes
Moura Rotary Park,,,,,Australia,,-24.5653862,149.9775976,,,,,no,,,no,no,,,
Beltana Campground,,,,,Australia,,-30.8123327,138.4100046,,,,,,,,,,,,
Unknown,,,,,Australia,,-37.1601696,145.8659124,,,,,,,,,,,,
Coominglah Range Rest Area / Hurdle Gully Lookout Access,,,,,Australia,,-24.7995646,150.9845868,,,,yes,,,,,,,yes,yes
Beer Garden,,,,,Australia,,-30.908155,121.3310204,,,,,,,,,,,,
Beer Garden (South),,,,,Australia,,-30.9154194,121.3327774,,,,,,,,,,,,
Ben Lomond Station camping,,,,,Australia,,-20.1969617,148.3827547,,,,,,,,,,,yes,yes
Warriedar,,,,,Australia,,-29.1337058,117.1866131,,,,,,,,,,,,
Unknown,,,,,Australia,,-37.566179,140.1299965,,,,,,,,,,,,
Shady Mikes Caravan Park,,,,,Australia,,-28.4162824,149.8699851,,,,,,,,,,,,
Wood Duck Camping Ground,,,,,Australia,,-36.4033621,146.145705,,,,,,,,,,,,
Cunningham Rest Area -East bound,,,,,Australia,,-28.1691792,151.731594,,,,yes,no,,,,,,,
Riverbend Youth Centre,Christian Brethren Churches of Circular Head,Trowutta Road,,TAS,Australia,7330,-40.8953059,145.1068744,,,https://riverbend.org.au,,,,,,,,,
Ebor Falls Hotel Motel,Ebor Falls Hotel Motel,,,,Australia,,-30.4029428,152.347394,,,,,,,,,,,no,yes
Clarksdale Bird Sanctuary,Birdlife Australia,,,,Australia,,-37.7070721,143.5932376,,,,yes,yes,,,,,,yes,
Goomeri Van Park,,,,,Australia,,-26.1860375,152.0682021,,,,,,,,,,,no,yes
Windsong Cabins & Tea Gardens,,,,,Australia,,-25.9874281,152.5671919,,,,,,,,,,,,
Dungowan Recreation Ground - TMF camping ONLY,Tamworth Regional Council,,,,Australia,,-31.2137894,151.1009471,,,,yes,yes,,,yes,,,yes,yes
Unknown,,,,,Australia,,-37.234923,146.2249384,,,,,,,,,,,,
Unknown,,,,,Australia,,-37.2348142,146.227449,,,,,,,,,,,,
Tia River Rest Area,,,,,Australia,,-31.1880878,151.8304784,,,,no,,,,,,,,
Wildlife Management Station Camping Area,,,,,Australia,,-35.6244773,143.7538719,,,,,,,,,,,,
Kamanga Camp and Water Reserve,,,,,Australia,,-28.5655593,149.5654058,,,,,,,,,,,,
Westmar Rest Area,,,,,Australia,,-27.9196112,149.7156245,,,,yes,yes,,,,,,yes,yes
NT-SA Border,,,,,Australia,,-25.9985336,133.1964566,,,,yes,no,,,,,,,
Waroo Sporting Complex - Specisl Events Only,,,,,Australia,,-27.1639526,149.0873919,,,,yes,yes,,,yes,,,,yes
CMCA RV Park Bush Camp - s/c only,,,,,Australia,,-26.3900955,146.2278802,,,,,,,,,,,,yes
Adavale Way Farm Stay,,Adavale Road,,,Australia,,-26.1239568,145.707898,,,https://www.adavalewayfarmstay.com.au/,yes,yes,,yes,,,,yes,yes
Langlo Crossing,,,,,Australia,,-26.1242494,145.6669915,,,,no,,,,,,,yes,yes
Ambathala Creek,Undefined location. Access to various locations possible.,,,,Australia,,-26.0137005,145.3431604,,,,,,,,,,,yes,yes
Ward River,,,,,Australia,,-26.3263789,146.0976942,,,,no,,,,,,,yes,yes
Cavendish Recreation Reserve,,,,,Australia,,-37.5224035,142.0438499,,,,yes,yes,,,,,,yes,yes
Yates Crossing - Crown Land - Camping Prohibited,,,,,Australia,,-29.0409659,152.5777819,,,,,,,,,,,,
Coutts Crossing Tavern,,,,,Australia,,-29.8280736,152.8907066,,,https://www.couttstavern.com.au/,,,,,,,,yes,yes
Brooklyn Dam Campsite,,,,,Australia,,-33.5548617,151.2080659,,,,,,,,,,,,
Warrumbungles Mountain Motel & Camping Grounds,,Timor Road,,,Australia,2357,-31.2734994,149.1902761,+61 2 6842 1832,,https://warrumbungle.com/,,,,,yes,,,yes,yes
Oallen Crossing camp site,,,,,Australia,,-35.151132,149.9594568,,,,,,,,,,,yes,yes
Unknown,access by water?,,,,Australia,,-34.7368243,150.2931057,,,,no,no,,,,,,yes,no
Unknown,access by water?,,,,Australia,,-34.7522934,150.33107,,,,yes,no,,,,,,yes,no
Unknown,access by water?,,,,Australia,,-34.7334144,150.3053801,,,,no,no,,,,,,yes,no
Lonely Tarns Campsite,Parks and Wildlife,,,,Australia,,-42.9588469,146.4535309,,,,no,no,,,,,,yes,no
Tullamore Hotel Freecamp,,Cardigan Street,,NSW,Australia,2874,-32.630755,147.56429,,,https://www.thetullamorehotel.com.au/,,,,,,,,yes,yes
Hotel Koorawatha Free Camping,,,,,Australia,,-34.0394627,148.5547557,,,,,,,,,,,,
Dry Creek,,,,,Australia,,-37.9935923,140.9659651,,,,,,,,,,,,
Wattle Flat Heritage Lands Southern Section,Bathurst Regional Council,,,,Australia,,-33.1486759,149.6894123,,,,yes,no,,,,,,yes,yes
Crossley Bridge,,,,,Australia,,-33.0792319,149.6870641,,,,no,,,,,,,yes,yes
Jaron Park Ilford,Ilford Community,,,,Australia,,-32.9637692,149.8620482,,,,yes,no,,,,,,yes,yes
Riverglen Cottage,,,,,Australia,,-31.4552219,151.1306334,,,https://www.riverglencottage.com.au/,,,,,,,,no,yes
Big River,Parks Victoria,,,,Australia,,-36.7878667,147.3369242,,,,,,,,,,,yes,no
Willoughbys Beach Campground,,,,,Australia,,-35.5285687,144.9778601,,,,,,,,,,,,
Deepwater Commercial Hotel - The Top Pub - Freecamp,Deepwater Commercial Hotel,Tenterfield Street,,NSW,Australia,2371,-29.4424684,151.8454681,+61 4 5788 7858,stuart@deepwaterhotel.com.au,https://deepwaterhotel.com.au/,,,,,,,,,yes
Durd Durd Hike-in Campground,Parks Victoria,,,,Australia,,-37.3538407,142.5552611,,,,,,,,,,,,
Alstonville Showground Camping,The Alstonville Agricultural Society Incorporated,,,,Australia,,-28.8393442,153.4408649,,,,yes,yes,,,yes,,,yes,yes
Unknown,,,,,Australia,,-29.449081,153.0258097,,,,yes,,,,,,,yes,yes
Gurmac Farmstay,,,,,Australia,,-29.4363007,152.9960985,,,,,,,,,,,,
Summer Creek Farm Camping Bakers Hill,,,,,Australia,,-31.7476334,116.4551904,,,https://www.summercreekrestaurantbrewery.com.au/accommodation,,,,,,,,yes,yes
Bulahdelah Showgrounds,,,,,Australia,,-32.4063764,152.2036934,,,,,,,,,,,,
Bulga Recreation Ground,Singleton Shire Council,,,,Australia,,-32.654272,151.0193886,,,,yes,no,,yes,yes,yes,,yes,yes
Taralga Road MR256,Downstream from Bummaroo Ford - Informal campground,,,,Australia,,-34.1947617,149.7354788,,,,no,,,,,,,yes,yes
Woodleigh Station,,,,,Australia,,-17.6678658,145.2778525,,,,,,,,,,,,
