post_title,post_content,post_address,post_city,post_region,post_country,post_zip,post_latitude,post_longitude,post_tel,post_email,post_website,toilets,shower,bbq,drinking_water,power_supply,sanitary_dump_station,dogs,tents,caravans
Unknown,,,,,Australia,,-41.8103139,146.280085,,,https://parks.tas.gov.au/explore-our-parks/walls-of-jerusalem-national-park/walls-of-jerusalem-multi-day-walk,yes,no,,,,,,yes,no
Unknown,,,,,Australia,,-41.8104532,146.2805819,,,https://parks.tas.gov.au/explore-our-parks/walls-of-jerusalem-national-park/walls-of-jerusalem-multi-day-walk,yes,no,,,,,,yes,no
Unknown,,,,,Australia,,-41.8105106,146.2805329,,,https://parks.tas.gov.au/explore-our-parks/walls-of-jerusalem-national-park/walls-of-jerusalem-multi-day-walk,yes,no,,,,,,yes,no
Unknown,,,,,Australia,,-41.8105694,146.2806878,,,https://parks.tas.gov.au/explore-our-parks/walls-of-jerusalem-national-park/walls-of-jerusalem-multi-day-walk,yes,no,,,,,,yes,no
Chinchilla Weir,Western Downs Regional Council,,,,Australia,,-26.7995661,150.579094,,,,yes,no,,,yes,,,yes,yes
Bananacoast Caravan Park,,,,,Australia,,-30.269192,153.1323159,,,https://bananacoastcaravanpark.com,,,,,,,,,
Strathalbyn Caravan Park,,,,,Australia,,-35.2593579,138.8869053,,,,,,,,,,,,
Barmah Bridge Caravan Park,,,,,Australia,,-36.0177755,144.9553763,,,https://barmahbridgecaravanpark.com.au/,,,,,,,,,
Volunteer Camping (The Prairies),,,,,Australia,,-26.9068709,152.7611019,,,,,,,,,,,,
The Lakes District,,,,,Australia,,-26.9105159,152.7632092,,,,,,,,,,,,
Stallholders' Camping (Grand Canyon),,,,,Australia,,-26.909476,152.7525882,,,,,,,,,,,,
Accessibility Camping,,,,,Australia,,-26.9150907,152.7568712,,,,,,,,,,,,
Accessibility Camping,,,,,Australia,,-26.9154399,152.75723,,,,,,,yes,,,,yes,yes
Season Camping,,,,,Australia,,-26.9153319,152.7614958,,,,,,,,,,,,
Unknown,,,,,Australia,,-41.2271954,146.3077042,,,,,,,,,,,,
Woodside Beach Caravan Park,,Woodside Beach Road,,VIC,Australia,3874,-38.5514806,146.9761497,+61 3 5187 1214,,https://www.woodsidebeachcaravanpark.com.au/,,,,,,,,,
Bluff Creek Campground,Kenilworth Bluff Creek,Wilcox Road,,QLD,Australia,4574,-26.5624408,152.7378087,,,,,,,,,,,,
Davies Beach,,,,,Australia,,-35.8752862,145.6275365,,,,,,,,,,,,
Beaudesert Caravan and Tourist Park,,,,,Australia,,-27.9925901,153.0051171,,,,,,,,,,,,
