post_title,post_content,post_address,post_city,post_region,post_country,post_zip,post_latitude,post_longitude,post_tel,post_email,post_website,toilets,shower,bbq,drinking_water,power_supply,sanitary_dump_station,dogs,tents,caravans
Koreelah Creek Campground,,,,,Australia,,-28.30833,152.46611,,,,,,,,,,,,
Korners Park,,,,,Australia,,-35.7023417,150.1807994,,,,,,,,,,,,
Korsmans Landing,NSW National Parks,,,,Australia,,-32.47667,152.28556,,,https://www.nationalparks.nsw.gov.au/camping-and-accommodation/campgrounds/korsmans-landing-campground-and-picnic-area,,,,,,,,,
Krambach Park,,,,,Australia,,-32.05167,152.26056,,,,,,,,,,,,
Kroombit Park & Lochenbar Station,,,,,Australia,,-24.45222,150.79833,,,,,,,,,,,,
Kudriemitchie Camping Areas,,,,,Australia,,-27.36139,140.20417,,,,,,,,,,,,
RV Friendly Discovery Zone,Self Contained RV Park,,,,Australia,,-32.6703152,118.1559912,,,,yes,yes,,,,yes,,no,yes
Kulpara Plantation,,,,,Australia,,-34.0573035,138.0358392,,,,,,,,,,,,
Kulyaling Park,,,,,Australia,,-32.4602858,117.0485453,,,,no,,,,,,,,
Kumarl Siding Rest Area,,,,,Australia,,-32.7881334,121.5538628,,,,no,,,,,,,,
Kumbarilla Rest Area,,,,,Australia,,-27.3237356,150.8767391,,,,yes,no,,,,,,,
Apex Park Caravan Stopover,South Burnett Regional Council,Roberts Street,,QLD,Australia,4610,-26.6925246,151.6527221,,,,,,,,yes,,,,yes
Kundip Rest Area,,,,,Australia,,-33.6903989,120.1851307,,,,yes,no,,,,,,,
Kununurra Agricultural Showground Carav,,,,,Australia,,-15.7720762,128.730948,,,,,,,,,,,,
Kurrajong Campground,,,,,Australia,,-17.3861923,128.3310959,,,,,,,,,,,,
Kurrimine Beach Campground,,,,,Australia,,-17.7748911,146.1093936,,,,,,,,,,,,
Kyffins Reserve,Federation Council,,,,Australia,,-35.9797023,146.059359,,,,no,no,,,no,,,yes,yes
Kynuna Roadhouse,,,,,Australia,,-21.578949,141.9192544,,,,yes,yes,,,yes,,,,
Kyogle North Rest Area,,,,,Australia,,-28.57194,152.98139,,,,,,,,,,,,
La Belle Station,,,,,Australia,,-13.10611,130.49806,,,,,,,,,,,,
Lachlan River Rest Area,,,,,Australia,,-33.34139,145.83611,,,,no,,,,,,,,
Lady Bay Foreshore,,,,,Australia,,-35.4739933,138.2888467,,,,,,,,,,,,
Lagoon Of Islands,,,,,Australia,,-42.11167,146.93444,,,,,,,,,,,,
Laidley Caravan Park,,,,,Australia,,-27.6260537,152.3972249,,,,,,,,,,,,
Lake Albert Foreshore,,,,,Australia,,-35.67194,139.34361,,,,,,,,,,,,
Lake Barrington,,,,,Australia,,-41.37778,146.21028,,,,,,,,,,,,
Lake Bindegolly Bush Camping,,,,,Australia,,-28.0930737,144.2047575,,,,no,,,,,,,,
Lake Bonney Reserve,,,,,Australia,,-34.19528,140.42694,,,,,,,,,,,,
Lake Boondooma Camping & Recreation Area,,,,,Australia,,-26.09389,151.44083,,,,,,,,,,,,
Lake Coolmunda Caravan Park,,,,,Australia,,-28.4101701,151.2117062,,,,,,,,,,,,
Lake Cowan,,,,,Australia,,-32.1012725,121.6937614,,,,no,,,,,,,,
Lake Douglas Recreation Reserve,,,,,Australia,,-30.84389,121.39306,,,,yes,no,,,,,,,
Lake Elphinstone,Isaac Regional Council,,,,Australia,,-21.5382673,148.2356624,,,,yes,yes,,,no,no,,yes,yes
Lake Grace Caravan Park,,,,,Australia,,-33.0994995,118.4592601,,,,yes,yes,,,yes,,,,
Lake Indoon,Shire of Carnamah,,,,Australia,,-29.8600414,115.1551203,,,https://www.carnamah.wa.gov.au/visitors/lake-indoon,yes,yes,,,no,,,,
Lake Johnston,,,,,Australia,,-32.0103233,120.7890333,,,,,,,,,,,,
Reflections Lake Keepit - Holiday Park,Reflections Holidays,Keepit Dam Road,,,Australia,,-30.89583,150.50583,+61 2 6769 7605,LakeKeepit@reflectionsholidays.com.au,https://reflectionsholidays.com.au/parks/lake-keepit/,,,,,,,,yes,yes
Lake King Caravan Park,Powered Only Sites,,,,Australia,,-33.0837627,119.6880983,,,,yes,yes,,,yes,,,,
Lake King William,,,,,Australia,,-42.14639,146.21861,,,,,,,,,,,,
Lake Leake Campground,,,,,Australia,,-42.01222,147.80056,,,,,,,,,,,,
Lake Leslie Tourist Park,,,,,Australia,,-28.2262069,151.9270177,,,,,,,,,,,,
Lake Liddell Recreation Area,,,,,Australia,,-32.352611,150.9956883,,,,,,,,,,,,
Lake Lyell Campground,,,,,Australia,,-33.525,150.07722,,,https://www.lakelyellrecreationpark.com.au,,,,,,,,,
Lake Mackintosh Camping,,,,,Australia,,-41.68528,145.65639,,,,,,,,,,,,
Lake Macleod Rest Area,,,,,Australia,,-24.24917,114.03639,,,,,,,,,,,,
Lake Mannus,Manus State Forest,,,,Australia,,-35.8121504,147.979906,,,,,,,,,,,yes,
Lake Mason,,,,,Australia,,-27.58778,119.52028,,,,,,,,,,,,
Lake Moondarra Picnic Area,,,,,Australia,,-20.58806,139.57694,,,,,,,,,,,,
Lake Muir Observatory,,,,,Australia,,-34.4411281,116.648106,,,,yes,no,,,,,,,
Lake Murphy Conservation Park,,,,,Australia,,-25.48556,149.66,,,,,,,,,,,,
Lake Nallan,,,,,Australia,,-27.2616688,117.9859107,,,,,,,,,,,,
Lake Nuga Nuga,,,,,Australia,,-24.99222,148.68444,,,,,,,,,,,,
Lake Nunijup,Shire of Cranbrook,,,,Australia,,-34.40528,117.40556,,,,yes,no,,,,,,,
Lake Parangana Recreation Area,,,,,Australia,,-41.6451655,146.226455,,,,,,,,,,,,
Lake Poorrarecup,,,,,Australia,,-34.41833,117.23639,,,,,,,,,,,,
Lake Roberts,,,,,Australia,,-35.3275,140.52139,,,,,,,,,,,,
Lake Rosebery Foreshore,,,,,Australia,,-41.7611821,145.6191474,,,,,,,,,,,,
Lake St Clair Campground,,,,,Australia,,-32.33444,151.29167,,,,,,,,,,,,
Lakeside Camping,,,,,Australia,,-33.5892576,116.7864709,+61 8 9863 1195,,http://www.lakesidecamping.com.au/,,,,,,,,,
Lake View Caravan Park,,,,,Australia,,-33.3023724,146.3776153,,,,,,,,,,,,
Lake Way Rest Area,,,,,Australia,,-27.0386077,120.4126764,,,,,,,,,,,,
Lakeside Camping Ground,,,,,Australia,,-34.85694,139.60778,,,,,,,,,,,,
Larrawa Station Bush Camping,,,,,Australia,,-18.8012884,126.535054,+61 8 9191 7025,amy@larrawa.com,,,,,,,,,yes,yes
Latrobe Motorhome Stop,,,,,Australia,,-41.2368436,146.4100862,,,,,,,,,,,,
Laura Bay Conservation Park,,,,,Australia,,-32.2425483,133.8299788,,,,,,,,,,,,
Lawless Park (Booubyjan),,,,,Australia,,-25.9449631,151.9532703,,,,no,,,,,,,yes,yes
Lazeaway Holiday & Caravan Park,,,,,Australia,,-32.6930206,117.1477237,,,,,,,,,,,,
Leader Creek Fishing Camp,,,,,Australia,,-12.22389,131.0925,,,,,,,,,,,,
Learmonth North Rest Area,,,,,Australia,,-22.20583,114.09278,,,,,,,,,,,,
Unknown,,,,,Australia,,-34.5663485,146.4117638,,,,,,,,,,,,
Leichhardt Dig Tree Rest Area,No Camping,,,,Australia,,-23.606314,148.5446995,,,,yes,no,,,,,,,
Leichhardt River,,,,,Australia,,-18.80611,139.785,,,,,,,,,,,,
Leichhardts Caravan Park,,,,,Australia,,-14.715,134.50806,,,,,,,,,,,,
Leinster South,,,,,Australia,,-27.95083,120.71694,,,,,,,,,,,,
Lemontree Weir,,,,,Australia,,-27.7531165,151.3111224,,,,,,,,,,,,
Len Kroehn Lookout,,,,,Australia,,-34.70361,139.58778,,,,,,,,,,,,
Lennard River Rest Area,,,,,Australia,,-17.39278,124.75611,,,,,,,,,,,,
Leven Canyon Reserve,,,,,Australia,,-41.4005513,146.0312291,,,,,,,,,,,,
Levuka,,,,,Australia,,-28.42222,152.50917,,,,,,,,,,,,
Lightning Ridge Caravan Park,,,,,Australia,,-29.4288253,147.9814232,,,,,,,,,,,,
Lightning Ridge Rest Area,,,,,Australia,,-29.4931561,147.9701458,,,,yes,no,,,,,,,yes
Lilley Vale Rest Area,,,,,Australia,,-22.6039133,141.215118,,,,yes,no,,,,,,,
Lime Bay Campground,Parks and Wildlife,,,,Australia,,-42.9564867,147.704215,,,https://parks.tas.gov.au/explore-our-parks/lime-bay-state-reserve/lime-bay-camping,,no,,,,,,yes,yes
Limestone Gorge Campground,,,,,Australia,,-16.04732,130.3835625,,,,,,,,,,,,
Limestone Well Rest Area,,,,,Australia,,-27.91306,123.09333,,,,,,,,,,,,
Linville Village Camping Area,,,,,Australia,,-26.8426042,152.2745534,,,,yes,yes,,no,no,no,,yes,yes
Lions Den Hotel Campground,,,,,Australia,,-15.70583,145.22306,,,,,,,,,,,,
Lions Park,,,,,Australia,,-29.54583,148.57694,,,,,,,,,,,,
Lions Riverfront Park,,,,,Australia,,-34.175,139.98528,,,,,,,,,,,,
Lipson Cove,District Council of Tumby Bay,,,,Australia,,-34.2629178,136.2605153,,,,yes,no,,,,,,,
Little Annan River Rest Area,,,,,Australia,,-15.68111,145.20583,,,,,,,,,,,,
Little Boomerang Waterhole Camping Area,,,,,Australia,,-25.1760066,143.1410759,,,https://parks.des.qld.gov.au/parks/welford/camping/little-boomerang-waterhole,,,,,,,,,
Little Bynoe River,,,,,Australia,,-17.86667,140.82444,,,,,,,,,,,,
Little Creek Reserve,Tamworrth Regional Council,,,,Australia,,-30.31056,150.43444,,,,no,,,,,,,,
Little Freshwater Point,,,,,Australia,,-29.64278,114.96833,,,,,,,,,,,,
Little Gums Campground,,,,,Australia,,-34.00778,140.85611,,,,,,,,,,,,
Little Panton River,,,,,Australia,,-17.87556,127.83167,,,,,,,,,,,,
Little Pine Lagoon,,,,,Australia,,-41.9992812,146.6123537,,,,,,,,,,,,
Little Plains Sportsground,,,,,Australia,,-31.5944579,152.2888277,,,,,,,,,,,,
Little Styx River Campground,,,,,Australia,,-30.50778,152.36639,,,,,,,,,,,,
Little Topar Roadhouse,Roadhouse Freecamping,,,,Australia,,-31.7801552,142.2264107,,,,yes,no,,,,,,yes,yes
Little Yabba Picnic Area,,,,,Australia,,-26.62472,152.68944,,,,,,,,,,,,
Lloyd Jones Weir,,,,,Australia,,-23.65,145.21583,,,,,,,,,,,,
Lock 10,,,,,Australia,,-34.10972,141.90389,,,,,,,,,,,,
Log Bridge Creek Campground,,,,,Australia,,-35.41861,148.27306,,,,yes,no,,,,,,yes,yes
Lonesome Campground,,,,,Australia,,-25.49111,148.83083,,,,,,,,,,,,
