post_title,post_content,post_address,post_city,post_region,post_country,post_zip,post_latitude,post_longitude,post_tel,post_email,post_website,toilets,shower,bbq,drinking_water,power_supply,sanitary_dump_station,dogs,tents,caravans
Lake Proserpine Camp Area,Whitsunday Regional Council,,,,Australia,,-20.3782688,148.3776631,,,,,,,,,,,,
Unknown,,,,,Australia,,-34.438448,138.5157016,,,,,,,,,,,,
Landsborough Holiday Park,,,,,Australia,,-26.8140209,152.9670018,,,,yes,,,yes,yes,yes,,,
The Lions Den Hotel,,,,,Australia,,-15.7061169,145.2230627,,,,,,,,,,,,
Lakeland Caravan Park,,,,,Australia,,-15.8596812,144.8535615,,,,,,,,,,,,
Lakeland Caravan Park,,,,,Australia,,-15.8589381,144.8540765,,,,,,,,,,,,
Waterfront Holiday Park,,Princes Highway,,SA,Australia,5260,-35.2409771,139.4398766,,,,yes,yes,,yes,yes,yes,,yes,yes
Unknown,,,,,Australia,,-37.1963908,144.6880752,,,https://www.weekaway.com.au/,,,,,,,,,
Corny Point Caravan Park,,,,,Australia,,-34.9260779,137.0812198,,,,,,,,,,,,
Pondalowie Campground,NPWS SA,,,,Australia,,-35.2377177,136.8395984,,,,,,,,,,,yes,
Stenhouse Bay Campground,NPWS SA,,,,Australia,,-35.2735539,136.9416243,,,,,,,,,,,,
Capital Country Holiday Park,,,,,Australia,,-35.1973168,149.2254664,,,https://capitalcountryholidaypark.com.au/,,,,,,,,,
Unknown,,,,,Australia,,-37.7299912,148.09192,,,,,,,,,,,,
Clayton Wetlands Campsite,,,,,Australia,,-29.2752153,138.371379,,,,,,,,,,,,
Harbour View,,,,,Australia,,-25.2946284,152.9078813,,,https://www.caravanparkherveybay.net.au/,,,,,yes,,,,
Peedamulla Camp Ground,,,,,Australia,,-21.837293,115.6411859,,,,,,,,,,,,
Wog Wog Campground,NSW National Parks and Wildlife Service,Charleys Forest Road,,,Australia,2622,-35.268157,150.035489,,,,yes,no,,,,,,,
Pine Country Caravan Park,,Kilsby Road,,,Australia,,-37.8560581,140.7628383,+61 8 8725 1899,,https://pinecountry.com.au,yes,,,yes,yes,yes,,,
Orroral Campground - Namadgi NP,,,,,Australia,,-35.66042,148.9877133,,,https://actparks.bookeasy.com/orroral-campground#/accom/100203,,,,,,,,,
Port Broughton Caravan Park,,,,,Australia,,-33.6073643,137.9285313,,,,,,,,,,,,
Southern Border Accommodation Park,,Avon Street,,,Australia,,-28.8482638,151.1684349,+61 427 359 050,,http://southern-border-accommodation-park.com.au/index.php,,,,,yes,,,yes,
Skenes Creek Beachfront Park,,,,,Australia,,-38.7244268,143.7117943,,,,,,,,,,,,
Wye River Foreshore Camping Reserve,,,,,Australia,,-38.6337621,143.8919567,,,,,,,,,,,,
Gulf Country Caravan Park,,,,,Australia,,-17.4891894,140.8366892,,,,,,,,,,,,
Bradbury's Beach Camping Ground,Minjerribah Camping,,,,Australia,,-27.494708,153.4023482,,,https://www.minjerribahcamping.com.au/location/8-bradburys-beach,,,,,,,,,
Sandy Bay camping area,,,,,Australia,,-20.3650679,148.8515775,,,,,,,,,,,,
Captain Billy Landing Campground,,,,,Australia,,-11.6318207,142.855964,,,,,,,,,,,,
Eliot Falls Campground,Queensland National Parks,,,,Australia,,-11.3874471,142.4138204,,,,,,,,,,,,
Unknown,,,,,Australia,,-11.1043015,142.2823867,,,,,,,,,,,,
Surat Cabins and Caravan Park,,,,,Australia,,-27.1512382,149.0662835,,,,,,,,yes,,,yes,yes
Urana Caravan Park,,,,,Australia,,-35.3388228,146.2725332,,,,,,,,,,,yes,
Alau Beach Campgrounds,,Mooka Road,,,Australia,,-10.8857845,142.3470995,+61 7 4069 3029,,https://www.nparc.qld.gov.au/accomm,,,,,,,,,
Unknown,,,,,Australia,,-10.8465251,142.3688663,,,,,,,,,,,,
Loyalty Beach Campground & Fishing Lodge,,,,,Australia,,-10.8352547,142.3829415,,,,,,,,,,,,
Cape York Camping Punsand Bay,,,,,Australia,,-10.7216365,142.4625605,,,,,,,,,,,,
Yandina Caravan Park,,Nambour Connection Road,,QLD,Australia,4561,-26.5675612,152.9550012,,,,,,,,,,,,
Unknown,,,,,Australia,,-19.6599582,147.4111373,,,,,,,,,,,,
Cylinder Beach Camping Ground,Minjerribah Camping,,,,Australia,,-27.4267962,153.5322455,,,https://www.minjerribahcamping.com.au/location/3-cylinder-beach,yes,yes,,,yes,,,,
Point Leo Foreshore Reserve,,,,,Australia,,-38.4173447,145.0776836,,,https://pointleo.com,,,,,no,,,yes,yes
Kingsland Camping,,Cotswold Road,,,Australia,,-28.1970955,152.7417904,+61 402 455 520,,https://kingslandcamping.com.au/,,,,,,,,yes,yes
Mounty Barney Wilderness Camping campground,Mount Barney Wilderness Retreat,Waterfall Creek Road,,,Australia,,-28.2345321,152.6350092,,,,,,,,,,,,
Ross River Resort,,,,,Australia,,-23.5935057,134.4941501,+61 8 8956 9711,rrr@rossriverresort.com.au,www.rossriverresort.com.au,,,,,,,,yes,
Trephina Gorge Campground,NT Parks,,,,Australia,,-23.5216168,134.3960565,,,https://nt.gov.au/parks/find-a-park/trephina-gorge-nature-park,,,,,,,,yes,yes
Rockhole Campground,,,,,Australia,,-23.5403991,134.3556609,,,,,,,,,,,,
Bluff Campground,,,,,Australia,,-23.5242377,134.3920746,,,,,,,,,,,,no
Paronella Park,,,,,Australia,,-17.6518431,145.9565877,,,,,,,,,,,,
Wesburn Camp,,Madeley Drive,,,Australia,,-37.7838421,145.6499573,+61 3 5967 2599,,https://www.wesburncamp.com.au/,,,,,,,,,
