post_title,post_content,post_address,post_city,post_region,post_country,post_zip,post_latitude,post_longitude,post_tel,post_email,post_website,toilets,shower,bbq,drinking_water,power_supply,sanitary_dump_station,dogs,tents,caravans
Black Engine Lagoon Camping Area 3,Parks Victoria,,,,Australia,,-35.8540701,145.2783591,,,,no,,,,,,,,
Black Engine Lagoon Camping Area 2,Parks Victoria,,,,Australia,,-35.8476784,145.2737832,,,,no,,,,,,,,
Black Engine Lagoon Camping Area 1,Parks Victoria,,,,Australia,,-35.8551483,145.2681237,,,,no,,,,,,,,
Lupmans Camping Area,Parks Victoria,,,,Australia,,-35.85207,145.2635103,,,,no,,,,,,,,
Arnalds Camping Area,Parks Victoria,,,,Australia,,-35.8417819,145.2637249,,,,no,,,,,,,,
Boss Beach Camping Area,Parks Victoria,,,,Australia,,-35.8367417,145.2592617,,,,no,,,,,,,,
The Wattles Camping Area 2,Parks Victoria,,,,Australia,,-35.8333017,145.2457756,,,,no,,,,,,,,
Tongalong Camping Area,Parks Victoria,,,,Australia,,-35.8330103,145.2307552,,,,no,,,,,,,,
Tongalong Beach Camping Area,Parks Victoria,,,,Australia,,-35.8334234,145.2243715,,,,no,,,,,,,,
Bunyip Hole Camping Area 3,Parks Victoria,,,,Australia,,-35.8357545,145.2232477,,,,no,,,,,,,,
Bunyip Hole Camping Area 2,Parks Victoria,,,,Australia,,-35.8362133,145.2224538,,,,no,,,,,,,,
Bunyip Hole Camping Area 1,Parks Victoria,,,,Australia,,-35.8394532,145.2246049,,,,no,,,,,,,,
Katarapko Campsite 07 (Booky Cliffs),National Parks and Wildlife Service South Australia,,,,Australia,,-34.3252669,140.5983507,,,https://www.parks.sa.gov.au/parks/murray-river-national-park/booking/83204,,,,,,,,yes,yes
Goomeri Caravan and Bush Camp,Cameron and Nicole Miller - Damper and Dusk Bush Retreat,Wide Bay Highway,,QLD,Australia,4601,-26.2130994,152.085175,+61 4 9234 0783,,https://www.goomeribushcamp.com.au/,yes,yes,,,,yes,,yes,yes
Cunningham Weir Free Camp,,,,,Australia,,-28.7368171,150.9608159,,,,no,,,,,,,,
Ingenia Holidays South West Rocks,,Gordon Young Drive,,,Australia,,-30.8890912,153.0335978,,,,,,,,yes,yes,,,
Free camp,,,,,Australia,,-28.0044029,148.6312382,,,,,,,,,,,,
Unknown,,,,,Australia,,-33.6318259,151.1198911,,,,no,no,,,,,,yes,no
Carlindi Camp . PLS,,,,,Australia,,-21.0271867,118.9030606,,,,,,,,,,,,
Sculptures in the Scrub Campground,,,,,Australia,,-30.9976236,149.2319461,,,,,,,,,,,,
Border Camping Area,Parks Vic,,,,Australia,,-34.7055041,140.9690406,,,,,,,,,,,,
Unknown,Parks Vic,,,,Australia,,-34.7155988,141.1797934,,,,,,,,,,,,
The Wattles,,,,,Australia,,-35.9475024,141.8734344,,,,,,,,,,,,
Nutbush Retreat,,,,,Australia,,-32.628002,137.4287093,,,https://www.nuttbush.com.au/,yes,yes,,,yes,,,,
Cork Oaks Campground,,,,,Australia,,-37.3102752,143.7082348,,,,,,,,,,,,
Ups and Downs Caravan Park Farm Stay,,Hartley Lane,,,Australia,,-26.5134868,148.7766891,,,,,,,,yes,yes,,,
Little Yabba Creek Rest Area,,,,,Australia,,-26.6241523,152.6903636,,,,,,,,,,,,
Camp Coorong,Al-Taqwa College,Cranswick Road,,VIC,Australia,3875,-37.9507857,147.6579613,,,https://al-taqwa.vic.edu.au/about-us/our-campuses/camp-coorong/,,,,,,,,,
Unknown,,,,,Australia,,-22.6907311,121.2134621,,,,,,,,,,,,
Unknown,,,,,Australia,,-22.6546144,121.2199201,,,,,,,,,,,,
Unknown,,,,,Australia,,-22.7559692,121.1088449,,,,,,,,,,,,
Unknown,,,,,Australia,,-22.7988269,120.6250613,,,,,,,,,,,,
Kurri Ngawanthi (Creek Campground),Friends of the Heysen Trail,,,,Australia,,-35.6166189,138.3955879,,,,,,,,,,,,
Slippery Dip Camp area,,,,,Australia,,-31.3380804,138.6081892,,,,,,,,,,,,
Boshack Outback - Perth Farmstay,,Wattening Spring Road,,,Australia,,-31.321205,116.5632429,,,,,,,,,,,,
Camp Canobolas,Scouts NSW,,,,Australia,,-33.3040653,149.0237674,,,https://www.orange.nsw.gov.au/site/scoutcamp,,,,,,,,,
Campsite C10,Parks Victoria,Shoreline Drive,,VIC,Australia,,-38.2559385,147.3440045,,,,,,,,,,,,
Muttonbird Campsite,Department of Parks & Wildlife,,,,Australia,,-35.0430047,117.7251393,,,https://www.bibbulmuntrack.org.au,yes,no,,,,,,yes,no
The Jungo,"A small clearing by the path, room for about one to two small tents.",,,,Australia,,-33.7195742,151.0579051,,,,,no,,,,,,yes,no
Eudunda Community Caravan Park,,,,,Australia,,-34.1792412,139.0885569,,,,yes,yes,,,yes,,,,
Free Camping,,,,,Australia,,-17.3992779,133.4541912,,,,,,,,,,,,
Free Camping,,,,,Australia,,-23.3863491,133.813382,,,,,,,,,,,,
Doon Goonge,NPWS,,,,Australia,,-29.9087996,152.5099326,,,https://www.nationalparks.nsw.gov.au/camping-and-accommodation/campgrounds/doon-goonge-campground,,,,,,,,,
South Lefroy,,,,,Australia,,-22.5520724,113.6646312,,,,,,,,,,,,
Grassy Creek Campsite,,,,,Australia,,-29.4605982,152.2746267,,,,,,,,,,,,
Quambone Primitive Campground,Coonamble Shire,,,,Australia,,-30.9325274,147.8720654,,,,yes,no,,,no,,,yes,yes
Unknown,,,,,Australia,,-23.2216699,122.7645563,,,,,,,,,,,,
Unknown,,,,,Australia,,-23.3433123,122.6775835,,,,,,,,,,,,
Redbank Hut Camping Area,Redbank Hut bush camping area is an open cleared area near the old Redbank Hut.,,,,Australia,,-28.9831929,147.1047192,,,https://parks.des.qld.gov.au/parks/culgoa-floodplain/camping/redbank-hut,,,,,,,,,
Nebine Creek Camping Area,Nebine Creek camping area is an open area shaded by coolibah trees. The camping area can be reached by 4WD (only). It is accessible for high clearance off-road camper trailers only. It is not accessible for caravans and buses.,,,,Australia,,-28.8599134,146.8598296,,,https://parks.des.qld.gov.au/parks/culgoa-floodplain/camping/nebine-creek,,,,,,,,,
Byra Lagoon Camping Area,Queensland Department of Environment and Science,,,,Australia,,-28.9799181,147.2221195,,,https://parks.des.qld.gov.au/parks/culgoa-floodplain/camping/byra-lagoon,,,,,,,,,
Rotary Shelter Shed Camping Area,,,,,Australia,,-24.9140382,148.0253949,,,https://parks.des.qld.gov.au/parks/carnarvon-mount-moffat/camping/rotary-shelter-shed-mount-moffatt,,,,,,,,,
West Branch Walkers' Camp,,,,,Australia,,-24.971984,148.013273,,,https://parks.des.qld.gov.au/parks/carnarvon-great-walk/camping/west-branch-walkers,,,,,,,,,
Ourimperee Waterhole,,,,,Australia,,-28.8831775,144.5108335,,,https://parks.des.qld.gov.au/parks/currawinya/camping/ourimperee-waterhole,,,,,,,,,
Myninya Camping Area,,,,,Australia,,-28.540234,144.3328696,,,https://parks.des.qld.gov.au/parks/currawinya/camping/myninya,,,,,,,,,
Corni Paroo Camping Area,,,,,Australia,,-28.6830405,144.7954969,,,https://parks.des.qld.gov.au/parks/currawinya/camping/corni-paroo,,,,,,,,,
Caiwarro Waterhole Camping Area,,,,,Australia,,-28.7413401,144.7335317,,,https://parks.des.qld.gov.au/parks/currawinya/camping/caiwarro-waterhole,,,,,,,,,
Gum Hole Camping Area,,,,,Australia,,-23.6710774,140.9859347,,,https://parks.des.qld.gov.au/parks/diamantina/camping/gum-hole,,,,,,,,,
Cooyal Hotel Free Campsite,,,,,Australia,,-32.440623,149.789173,,,,,,,,,,,,
Emu Swamp camping area,,,,,Australia,,-19.4117006,144.1679187,,,https://parks.des.qld.gov.au/parks/blackbraes/camping/emu-swamp,,,,,,,,,
Munall Campground,,,,,Australia,,-23.7946087,149.0674914,,,https://parks.des.qld.gov.au/parks/blackdown-tableland/camping/munall,,,,,,,,,
Wadlows Yards camping area,,,,,Australia,,-23.3376167,149.7882148,,,https://parks.des.qld.gov.au/parks/goodedulla/camping/wadlows-yards,,,,,,,,,
Five Rocks camping area,,,,,Australia,,-22.8082362,150.8034637,,,https://parks.des.qld.gov.au/parks/byfield/camping/five-rocks,,,,,,,,,
Old forestry camp,,,,,Australia,,-18.5186396,145.7646818,,,,,,,,,,,,
Walbundrie Camping Ground,,,,,Australia,,-35.6896486,146.7191935,+61 4 2729 9065,,https://www.visitgreaterhume.com.au/Greater-Hume-Villages/Walbundrie/Explore-Eat-Stay/Walbundrie-Primitive-Camping-Ground,yes,yes,,,yes,,,yes,yes
Walla Walla Primitive Camping Ground,,,,,Australia,,-35.7668354,146.902273,+61 4 5665 0868,,,yes,yes,,,yes,yes,,yes,yes
Unknown,,,,,Australia,,-30.6678293,150.0560021,,,,,,,,,,,,
The Wall,QPWS,,,,Australia,,-24.4630882,150.9256482,,,,,,,,,,,,
Griffiths Creek Camping Area,QPWS,,,,Australia,,-24.3674313,150.9777582,,,,,,,,,,,yes,
Razorback Camping Area,QPWS,,,,Australia,,-24.3718222,150.9664497,,,,,,,,,,,yes,yes
Burrumbreet Cave,,,,,Australia,,-35.2785378,150.1288158,,,,,,,,,,,,no
Unknown,,,,,Australia,,-34.0763372,150.997171,,,,,,,,,,,,
Munall Campground,,,,,Australia,,-23.7943187,149.0671869,,,,,,,,,,,,
Wundu Camping Area,,,,,Australia,,-18.5366138,143.8604183,,,,,,,,,,,,
Cobbold Gorge camping area,,,,,Australia,,-18.7962408,143.4220859,,,,,,,,,,,,
Unknown,,,,,Australia,,-27.2582851,152.0460306,,,,yes,,,,yes,customers,,yes,yes
Bundaberg CMCA RV Park,,Civic Avenue,,,Australia,4670,-24.8752397,152.3453146,,enquiries@cmca.net.au,http://www.CMCA.net.au,,,,,,,,,
Karnkendi Campsite,,Wade Street,,,Australia,3292,-38.0467939,141.011506,,,http://www.karnkendi.pcsa.org.au/,,,,,,,,,
Hallet Recreation Ground,,,,,Australia,,-33.40717,138.8898115,,,,yes,yes,,,,,,,
Cooroy RV Stopover,,Mary River Road,,,Australia,4563,-26.4137689,152.9079767,+61 458 650 285,,,,,,,,,,,
Daysdale Recreation Reserve,,,,,Australia,,-35.6345396,146.3026692,,,,yes,yes,,,no,,,yes,yes
Downey Creek camping area,,,,,Australia,,-17.675036,145.7838367,,,,,,,,,,,,
Hinson Creek camping area,,,,,Australia,,-17.6645492,145.633241,,,,,,,,,,,,
Cannabullen Creek camping area,,,,,Australia,,-17.6382387,145.5777041,,,,,,,,,,,,
Koolmoon Creek Headwaters camping area,,,,,Australia,,-17.6800173,145.5375067,,,,,,,,,,,,
Walters Waterhole camping area,,,,,Australia,,-17.745008,145.5658261,,,,,,,,,,,,
Cochable Creek camping area,,,,,Australia,,-17.7448877,145.6305243,,,,,,,,,,,,
Carter Creek camping area,,,,,Australia,,-17.6976945,145.6306857,,,,,,,,,,,,
Lepidozamia Bush Camp,,,,,Australia,,-27.2778208,152.758808,,,,,,,yes,,,,yes,
Ferns Hideaway Resort and Caravan Park,,Cahills Road,,QLD,Australia,4703,-22.8242863,150.661777,+61 408 351 235,,,,,,,,,,,
EJ stealth camp,,,,,Australia,,-20.2759673,148.6987445,,,,,,,,,,,,
Davies Creek Campground,,,,,Australia,,-17.0039534,145.5698163,,,,,,,,,,,,
Tattersalls Camping,,,,,Australia,,-32.5858703,151.9671259,,,,,,,,,,,,
Unknown,,,,,Australia,,-36.0090304,146.2622094,,,,no,,,,,,,,
Unknown,,,,,Australia,,-35.1267368,150.6997613,,,,,,,,,,,,
Lake Kara Campsite,,,,,Australia,,-41.2641911,145.8472888,,,,,,,,,,,,
The Cove Glamping Area,,,,,Australia,,-35.1820698,150.5947395,,,,,,,,,,,,
Woko Campground - Woko NP,,,,,Australia,,-31.7999907,151.7920232,,,,,,,,,,,,
Breeza Hall,,,,,Australia,,-31.2467547,150.4680378,,,,yes,no,,,,,,yes,yes
Lorella Springs Wilderness Park,,,,,Australia,,-15.7205598,135.6406835,,,,,,,,,,,,
Unknown,,,,,Australia,,-14.7721126,134.8050088,,,,,,,,,,,,
Yurrlmundji Campground,,,,,Australia,,-14.7593519,134.7894466,,,,,,,,,,,,
Running Creek Parklands,,,,,Australia,,-26.8683439,152.7850121,,,https://runningcreek.net.au/,,,,,,,,,
Unknown,,,,,Australia,,-36.0414347,146.3584471,,,,,,,,,,,,
Stantons Bend Campsite,,,,,Australia,,-36.0407667,146.3538122,,,,,,,,,,,,
Unknown,,,,,Australia,,-36.0407928,146.3599223,,,,,,,,,,,,
Unknown,,,,,Australia,,-36.0491727,146.3678455,,,,,,,,,,,,
Unknown,,,,,Australia,,-36.0508425,146.3684919,,,,,,,,,,,,
Unknown,,,,,Australia,,-36.0440958,146.3798819,,,,,,,,,,,,
Unknown,,,,,Australia,,-36.0461452,146.3755757,,,,,,,,,,,,
Unknown,,,,,Australia,,-36.0421374,146.3769382,,,,,,,,,,,,
Taylors Bend,,,,,Australia,,-36.0362034,146.2906998,,,,no,no,,no,no,,,yes,no
Unknown,,,,,Australia,,-36.047633,146.3002163,,,,,,,,,,,,
Unknown,,,,,Australia,,-36.0366958,146.301088,,,,,,,,,,,,
Unknown,,,,,Australia,,-36.0435038,146.3005489,,,,,,,,,,,,
Lake Maroon Camp Ground,,,,,Australia,,-28.1953285,152.6542229,,,,,,,,,,,,
Mick Murray Campsite,,,,,Australia,,-33.4573442,116.2334724,,,,,,,,,,,,
Old Forestry Camping Area,,,,,Australia,,-24.5273086,151.4710246,,,,,,,,,,,,
Glut Campsite,,,,,Australia,,-37.292969,143.2681513,,,,,,,,,,,,
Burrumbeet Brook camp site,"~2 sites on grass, 1 small site in the rocks. Each have firepits. Small pit toilet located on the other side of the track by ~50m",,,,Australia,,-35.2757053,150.1228599,,,,,,,,,,,,
Rom's Bog,,,,,Australia,,-37.2852401,142.0729004,,,,,,,,,,,,
Bundarra Community Caravan Park,Uralla Shire Council,,,,Australia,,-30.1710545,151.0771749,,,,yes,yes,,,yes,,,yes,yes
Mt Dutton Bay Woolshed,Private,,,,Australia,,-34.5308292,135.4322914,,,,yes,yes,,,,,,,
Nymagee Recreation Reserve,,,,,Australia,,-32.0639565,146.3143123,,,,yes,no,,,yes,,,yes,yes
Coulta,,,,,Australia,,-34.3874522,135.4671715,,,,yes,no,,,,,,,
Parachilna Rest Area,,,,,Australia,,-31.1332373,138.3968139,,,,yes,no,,,,,,,
Upper Horton Campground,,,,,Australia,,-30.1397438,150.4433033,,,,yes,no,,,yes,,,yes,yes
Carpenter Rocks Campgrond,,,,,Australia,,-37.9127748,140.3993686,,,,yes,no,,,,,,,
Wombat Recreation Sports Oval,Wombat Progress Association,,,,Australia,,-34.4292191,148.2464251,,,,yes,yes,,,yes,,,yes,yes
Frances Recreation Ground,,,,,Australia,,-36.7119189,140.9591892,,,,yes,no,,,,,,,
Wethalle Showground Camping,Wethalle Showground Trust,,,,Australia,,-33.8699622,146.6208383,,,,yes,yes,,,yes,,,,
Carinda Primitive Campground,Walgett Shire Council,,,,Australia,,-30.4604489,147.6896684,,,,,,,,,,,,
Coolatai Hall,Shire of Gwydir,,,,Australia,,-29.2505054,150.7522284,,,,yes,yes,,,,,,yes,yes
Perponda Oval,,,,,Australia,,-34.9837865,139.8150555,,,,yes,no,,,,,,,
Unknown,,,,,Australia,,-26.2630071,152.876192,,,,,,,,,,,,
Latham Recreation Reserve,Community and Shire of Perenjori,,,,Australia,,-29.7590053,116.4477406,,,,yes,yes,,,yes,,,,
Girilambone CWA Memorial Park,,,,,Australia,,-31.2478788,146.9067293,,,,yes,yes,,,yes,,,,
Bindoon,,,,,Australia,,-31.3856676,116.0974423,,,,yes,yes,,,yes,,,,
Tonebridge Bridge Rest Area,,,,,Australia,,-34.2275179,116.7043748,,,,,,,,,,,yes,yes
Unknown,,,,,Australia,,-28.8978496,115.8641831,,,,yes,yes,,,,,,,
Munall Campground,,Goon Goon Dina,,,Australia,,-23.7935116,149.0657844,,,,,,,,,,,,
Woolomin Reserve,Tamworth Regiional Council,,,,Australia,,-31.303884,151.1472857,,,,yes,no,,,yes,,,yes,yes
Red Lion Tavern Freecamp,Red Lion Tavern,,,,Australia,,-29.9267467,151.7235592,+61 2 6733 3271,,,yes,yes,,,,,,,
Gidgee's Bush Camp,,Old Charleville Road,,QLD,Australia,4468,-26.4199913,147.1011695,+61 7 4654 8380,gidgeesmith@bigpond.com,https://www.gidgeesbushcamp.com.au/,yes,yes,,,yes,,,yes,yes
Tenterfield Endurance Riding Club Inc,Tenterfield Endurance Riding Club Inc,,,,Australia,,-28.9295285,152.3113466,,,https://tenterfieldendurance.com.au/,yes,yes,,,,,,,
Primrose Park Freedom Camping,,,,,Australia,,-38.3970434,146.282034,,,,,,,,,,,,
Cumborah Recreation Reserve,Walgett Shire Council,,,,Australia,,-29.7457649,147.7716538,,,,yes,no,,,,,,,
Kurth Kiln Camping and Picnic (2nd),,,,,Australia,,-37.8999527,145.5774006,,,,yes,no,,,,,,,
Baan Baa Old School Campground,Private,Bundah Street,,NSW,Australia,2390,-30.5999071,149.9515708,+61 427 289 339,,,yes,yes,,,,,,,
Wollomombi Store Freecamp,Wollomombi Store,Wollomombi Village Road,,NSW,Australia,2350,-30.5111388,152.0430836,,,,yes,no,,,no,,,yes,yes
Lollback Rest Area,,,,,Australia,,-29.577608,152.5567548,,,,yes,no,,,,,,,
Mount Surprise Tourist Van Park & Motel,,,,,Australia,,-18.1482172,144.3185515,,,https://www.mtsurprisetouristpark.com.au/,,,,,,,,,
Bedrock Village,,,,,Australia,,-18.1441683,144.3203357,,,http://www.bedrockvillage.com.au/,,,,,,,,,
Manildra Showground Camping,,,,,Australia,,-33.1780546,148.6892174,+61 458 673 647,,,yes,yes,,,yes,yes,,,
Escort Rock Rest Area,,,,,Australia,,-33.4009836,148.4099491,,,,yes,no,,,,,,yes,yes
Binalong Recreation Ground,Yass Valley Council,,,,Australia,,-34.6746837,148.6345212,,,,yes,yes,,,,,,yes,yes
Wakool River,,,,,Australia,,-35.4996514,144.458056,,,,yes,no,,,,,,,
Conargo Sportsground,Edwards River Council,,,,Australia,,-35.3050964,145.181778,,,,yes,no,,yes,yes,,,yes,yes
Billabong Creek,,,,,Australia,,-35.2947373,145.1806779,,,,no,no,,,,,,yes,yes
Grey Gum International Cafe,Grey Gum Cafe,,,,Australia,,-33.0298979,150.6734737,+61 2 6579 7015,,,yes,yes,,,,,,,
Ivanhoe Servo,,,,,Australia,,-32.90053,144.3021255,,,,yes,yes,,,yes,,,,
North Palmer River Campsite,,,,,Australia,,-16.0187577,144.2772602,,,http://www.npsr.qld.gov.au/parks/palmer-goldfield,,,,,,,,,
Tooraweenah Rest Area,,,,,Australia,,-31.4690985,148.9203008,,,,yes,no,,,,,,,
Florida Rest Area,,,,,Australia,,-31.5321391,146.3504075,,,,yes,no,,,,,,yes,yes
MacCullochs Range Rest Area,,,,,Australia,,-31.6951811,143.8141255,,,,yes,no,,,,,,yes,yes
Barwon River Campsite,Balonne Shire Council,,,,Australia,,-28.9759087,148.9834021,,,,yes,yes,,,,,,yes,yes
Baden Park Rest Area,,,,,Australia,,-31.7133908,144.143309,,,,yes,no,,,,,,yes,yes
Bendemeer Tourist Park,,,,,Australia,,-30.880859,151.1580222,+61 2 6769 6604,,,yes,yes,,,yes,,,yes,yes
Booligal Hotel Camping,Booligal Hotel,,,,Australia,,-33.8692577,144.8848079,,,,yes,yes,,,,,,,
Currabubula Freedom Camping,Liverpool Plains Shire Council,,,,Australia,,-31.2613029,150.7396494,,,,yes,yes,,,no,,,yes,yes
Billabong Creek,,,,,Australia,,-35.5932952,146.5763137,,,,no,no,,,,,,,yes
Drovers Camp,,Elderslie Road,,NSW,Australia,,-32.6256476,151.351679,,,,yes,yes,,,,,,,
Finley Showground Camping,Berrigan Shire,,,,Australia,,-35.6522494,145.5668395,,,,yes,yes,,,yes,,,,
Hair of the Dog Inn Camping,,,,,Australia,,-32.195668,148.8982587,,,,yes,yes,,,yes,,,,
Milton Showground Primitive Camping Ground,Shoulhaven City Council,,,,Australia,,-35.3203527,150.4300737,,,https://www.shoalhaven.bookable.net.au,yes,yes,,,,yes,,yes,yes
Mount Hope Community Hall,,,,,Australia,,-32.8380153,145.8786913,,,,yes,yes,,,yes,,,yes,yes
Spring Ridge Freedom Camp,Liverpool Plains Shire Council,,,,Australia,,-31.3968933,150.2443697,,,,yes,yes,,,no,,,yes,yes
Wadeville Woolies Campground,,Link Road,,NSW,Australia,2474,-28.5657629,153.1281584,,,,yes,yes,,,yes,,,,
Werris Creek Freedom Camp,Liverpool Plains Shire Council,,,,Australia,,-31.3391944,150.649473,,,,yes,yes,,,no,,,yes,yes
Chatsworth,,,,,Australia,,-27.601382,153.2214541,,,,,,,,,,,,
John Oxley,,,,,Australia,,-27.600474,153.222707,,,,,,,,,,,,
North Ridge,,,,,Australia,,-27.6003784,153.2242039,,,,,,,,,,,,
Gold Coast,,,,,Australia,,-27.6024317,153.2186716,,,,,,,,,,,,
Rob's Kitchen,,,,,Australia,,-27.6010756,153.2176443,,,,,,,,,,,,
Toohey Forest,,,,,Australia,,-27.6004219,153.2201065,,,,,,,,,,,,
Moreton Bay District,,,,,Australia,,-27.6008249,153.2162857,,,,,,,,,,,,
Albert Lindsay,,,,,Australia,,-27.606598,153.2268458,,,,,,,,,,,,
Unknown,Summerstar,,,,Australia,,-22.6971221,117.7624431,,,,,,,,,,,,
N'Dhala Gorge Campground,NT Parks,,,,Australia,,-23.6389089,134.4630277,,,,yes,no,,no,no,,,yes,yes
Unknown,,,,,Australia,,-22.4684201,135.0849724,,,,,,,,,,,,
Unknown,,,,,Australia,,-30.288685,145.5629897,,,,,,,,,,,,
Jakem Farm 4x4,,,,,Australia,,-35.1144012,138.9871822,,,https://www.jakemfarm.com.au/,,,,,,,,,
Crystal Creek Beach Camping,,,,,Australia,,-18.920065,146.3158344,,,,,,,,,,,,
Ungarie Showground Camping,,,,,Australia,,-33.6360625,146.9789191,,,,yes,yes,,,yes,yes,,,
Bulla Park Rest Area,,,,,Australia,,-31.5583014,144.6261021,,,,no,no,,,,,,yes,yes
Lilydale Rest Area,,,,,Australia,,-31.5864941,144.8748185,,,,yes,no,,,,,,yes,yes
Unknown,,,,,Australia,,-36.8501865,145.0659391,,,,,,,,,,,,
Unknown,,,,,Australia,,-36.5960476,145.2362736,,,,,,,,,,,,
Ganmain Showground Camping,,,,,Australia,,-34.7880383,147.0467341,,,,yes,yes,,,yes,,,,
Unknown,,,,,Australia,,-34.9370788,146.2946259,,,,no,,,,,,,yes,yes
Lyndhurst Village Primitive Camprground,Blayney Shire Council,,,,Australia,,-33.6739372,149.0381817,,,,yes,no,,,no,yes,,yes,yes
Bendick Murrell Rest Area,,,,,Australia,,-34.1675536,148.4583262,,,,yes,no,,,,,,,
