post_title,post_content,post_address,post_city,post_region,post_country,post_zip,post_latitude,post_longitude,post_tel,post_email,post_website,toilets,shower,bbq,drinking_water,power_supply,sanitary_dump_station,dogs,tents,caravans
Bailey Bar Caravan Park,,King Street,,QLD,Australia,4470,-26.4001361,146.2539728,+61 7 4654 1744,,,,,,,yes,,,,
Slaty Creek Camp Ground No 1,Parks Victoria,,,,Australia,,-37.4626913,143.9040713,,,,,,,,,,,,
Blackbird Flat,,,,,Australia,,-37.1957577,146.3447173,,,,,,,,,,,,
Davons Flat,,,,,Australia,,-37.1897886,146.3490071,,,,,,,,,,,,
Pickering's Flat,,,,,Australia,,-37.1869054,146.3541029,,,,,,,,,,,,
Tunnel Bend Flat,,,,,Australia,,-37.1883407,146.3676168,,,,,,,,,,,,
Seven Mile Flat,,,,,Australia,,-37.1959641,146.4205362,,,,,,,,,,,,
8 Mile Flat,,,,,Australia,,-37.1979455,146.4284968,,,,,,,,,,,,
Bindaree Flat Camping Area,,,,,Australia,,-37.1671235,146.5439149,,,,,,,,,,,,
Top Crossing Hut,,,,,Australia,,-36.9637575,146.4414367,,,,,,,,,,,,
River Island Nature Retreat,,River Island Nature Retreat Access Road,,NSW,Australia,2575,-34.3663064,150.1115954,,,,,,,,,,,,
Riverlander Holiday Park,,,,,Australia,,-36.0937972,144.6813975,,,https://riverlander.com.au/,,,,,,,,,
Unknown,,,,,Australia,,-37.2305923,146.1176906,,,,,,,,,,,,
Barcoo Hotel Caravan Park,,,,,Australia,,-24.423591,145.4650861,,,,,,,,,,,,
Longreach Tourist Park,,Thrush Road,,,Australia,,-23.443061,144.2664286,+61 7 4658 2667,info@longreachtouristpark.com.au,,,,,,yes,,,,
Coronation Beach,,,,,Australia,,-28.5529947,114.564925,,,,,,,,,,,,
Gloucester Holiday Park,,Denison Street,,,Australia,2422,-32.0073199,151.9514117,+61 2 6558 1720,,https://www.gloucesterholidaypark.com/,yes,yes,,,yes,,,yes,yes
BIG 4 Beachcomber Coconut Holiday Park,,,,,Australia,,-17.935963,146.09408,,,,,,,,yes,,,yes,
Tropical Hibiscus Caravan Park,,,,,Australia,,-17.8962467,146.0918187,+61 7 4068 8138,,,,,,,,,,,
Riverside Caravan Park,,,,,Australia,,-17.0012909,145.428176,,,,,,,,yes,,,yes,
Unknown,,,,,Australia,,-17.7833684,146.0976253,,,,,,,,,,,,
Unknown,,,,,Australia,,-17.7815473,146.1024739,,,,,,,,,,,,
Unknown,,,,,Australia,,-17.7748386,146.1093705,,,,,,,,,,,,
Conjola Lakeside Van Park,,,,,Australia,,-35.2676364,150.4762212,,,,,,,,,,,,
Island View Caravan Park,,,,,Australia,,-35.2687479,150.4894448,,,,,,,,,,,,
Younghusband Caravan Park,,,,,Australia,,-34.868983,139.4694856,,,,,,,,,,,,
Waratah Bay Caravan Park,,Freycinet Street,,,Australia,3959,-38.8111573,146.0367594,+61 3 5684 1339,,https://www.waratahbaycaravanpark.com.au/,,,,,,,,,
Malanda Falls Caravan Park,,,,,Australia,,-17.3533655,145.5876016,,,,,,,,,,,,
Allan Terry Caravan Park,,,,,Australia,,-20.8496508,144.1954099,,,,,,,,,,,,
Dalrymple Tourist Van Park,,Dalrymple Road,,,Australia,,-20.0573082,146.2556379,+61 7 4787 1121,admin@dalrymplevanpark.com.au,https://www.dalrymplevanpark.com.au/,,,,,yes,,,yes,
Orbost Caravan Park,,Lochiel Street,,VIC,Australia,,-37.7115895,148.4535135,+61 3 4108 9040,,https://www.orbostcaravanpark.com.au/,yes,yes,,,yes,yes,,yes,yes
Marlo Ocean Views Cabin and Caravan Park,,,,,Australia,,-37.7955588,148.538758,,,,,,,yes,,,,yes,yes
Jungle Beach Caravan Park,,,,,Australia,,-37.7884246,148.6990663,,,,,,,,,,,,
Banksia Bluff Campground,Parks Victoria,Banksia Bluff Road,,VIC,Australia,,-37.7969169,148.7453759,,,https://www.parks.vic.gov.au/places-to-see/parks/cape-conran-coastal-park/where-to-stay/banksia-bluff-campground,,,,,,,,,
Marlo Caravan Park & Motel,,,,,Australia,,-37.7950714,148.5314732,,,,,,,,,,,,
Homestead Creek Camp Site,,,,,Australia,,-31.2826238,142.2955386,,,https://www.nationalparks.nsw.gov.au/camping-and-accommodation/campgrounds/Homestead-Creek-campground,yes,yes,,,,,,yes,yes
Banksia Hut,,,,,Australia,,-35.004486,116.512049,,,,,,,,,,,,
De Grey River Rest Area,,,,,Australia,,-20.3088981,119.2552314,,,,yes,no,,no,no,yes,,yes,yes
De Grey River Rest Area 2,,,,,Australia,,-20.3114723,119.2575865,,,,no,,,,,,,,
Burkett Road Rest Area,,,,,Australia,,-22.9831864,114.6129811,,,,yes,,,no,,,,,
Bush Bay,,,,,Australia,,-25.1300974,113.7524134,,,,no,,,no,,yes,,yes,yes
Edaggee Rest Area,,,,,Australia,,-25.459103,114.0583963,,,,yes,no,,,,yes,,,
Blowholes Camping Area,Technically part of Quobba Station but not overseen by it. Many permanent fishing sheds. Camping spaces and places for trailer are available.,,,,Australia,,-24.4905427,113.4166152,,,,no,no,,no,no,yes,,yes,yes
3 Mile Camp,,,,,Australia,,-23.8750161,113.497315,,,,,,,,,,,,
Robe River Rest Area,,,,,Australia,,-21.6147762,115.9228324,,,,,,,,,,,,
Dongara East Rest Area,,,,,Australia,,-29.2549812,115.0130346,,,,no,,,,,,,,
Galena Bridge Rest Area South (Murchison River),,,,,Australia,,-27.827692,114.6906221,,,,yes,no,,,,yes,,,
Nerren-Nerren Rest Area,,,,,Australia,,-27.2116822,114.6124788,,,,yes,,,no,,,,yes,yes
Boatharbour Road Campsite,Department of Parks & Wildlife,,,,Australia,,-35.0332571,117.0679288,,,https://www.bibbulmuntrack.org.au,yes,no,,,,,,yes,no
Gnaraloo Station,,,,,Australia,,-23.8217848,113.5254483,,,,,,,,,,,,
Halls Gap Lakeside Tourist Park,,Tymna Drive,,,Australia,,-37.1722736,142.5429792,+61 3 5356 4281,,https://hallsgaplakeside.com/,,,,,yes,,,yes,
Malak Caravan Park,,,,,Australia,,-12.4014424,130.9068221,,,,,,,,,,,,
Halls Gap Holiday Park,,Grampians Road,,,Australia,3381,-37.1283693,142.5253781,+61 3 5356 4215,,https://www.nrmaparksandresorts.com.au/halls-gap/,,,,,,,,,
Oasis Tourist Park,,Morgan Road,,,Australia,,-12.5082149,131.01695,+61 8 8983 1048,,,,,,,,,,,
Rollingstone Beach Caravan Resort,,,,,Australia,,-19.0016463,146.3967684,,,,,,,,,,,,
Kyogle Caravan Park,,,,,Australia,,-28.6153852,153.0020682,,,,yes,,,,,,,,
Fairhaven Campsite,Parks Victoria,,,,Australia,,-38.3420513,145.2799951,,,https://parkweb.vic.gov.au/explore/parks/french-island-national-park/things-to-do/fairhaven,,,,,,,,yes,no
Killarney View Cabins & Caravan Park,,O'Maras Road,,,Australia,,-28.3296312,152.2858369,+61 7 4664 1522,,https://killarneyview.com.au/,,,,,yes,yes,,,
Hydeaway Bay Caravan & Camping Park,,Hydeaway Bay Drive,,QLD,Australia,4800,-20.0869486,148.4871935,,,,,,,,,,,,
The Poplars Camping Ground,,,,,Australia,,-37.8202436,145.9936663,,,,,,,,,,,,
Gunna Go Caravan Park,,Bruce Highway,,QLD,Australia,4800,-20.3515092,148.5554679,,,,,,,,,,,,
Peoples Park Caravan Village,,Robinson Street,,,Australia,6701,-23.1441915,113.7703936,+61 8 9942 5933,,https://peoplesparkcoralbay.com.au/,yes,,,yes,yes,,,,
Freshwater Creek Camp - Revival Centre Church Retreat,Revival Centre Church,,,,Australia,,-38.2556437,144.2738023,,,,,,,,,,,,
Discovery Parks - Carnarvon,,Robinson Street,,,Australia,6701,-24.8663306,113.6960257,+61 8 9941 8150,,https://www.discoveryholidayparks.com.au/caravan-parks/western-australia/coral-coast/carnarvon?propertyCode=WCAR,yes,,,yes,yes,yes,,,
Capricorn Holiday Park Carnarvon,,,,,Australia,,-24.8642386,113.7030682,+61 8 9941 8153,,http://www.capricornholidaypark.com.au/,,,,,yes,,,,
Norwesta Lifestyle Park,,Angelo Street,,,Australia,6701,-24.8653329,113.6852144,+61 8 9941 1277,enquiries@norwesta.com.au,https://www.norwesta.com.au/,,,,,yes,,,,
Coleambally Caravan Park,,Kingfisher Avenue,,,Australia,2707,-34.7987076,145.8791316,+61 478 550 522,,,yes,yes,,,yes,no,,yes,yes
Wyndham Caravan Park,,Baker Street,,,Australia,,-15.4809834,128.1150905,+61 8 9161 1064,,,,,,,yes,,,,
Bunyip Weir (Freemans Mill) Camping Area,"No toilets. 
Water available from the creek.",,,,Australia,,-37.9375472,145.7474265,,,,,,,,,,,,
Point Sinclair Camping Ground,,,,,Australia,,-32.0873552,132.9847166,,,,,,,,,,,,
