post_title,post_content,post_address,post_city,post_region,post_country,post_zip,post_latitude,post_longitude,post_tel,post_email,post_website,toilets,shower,bbq,drinking_water,power_supply,sanitary_dump_station,dogs,tents,caravans
Kowloon,,,,,Australia,,-37.8462647,143.934724,,,,,,,,,,,,
Cook's Look,,,,,Australia,,-37.8436195,143.9354924,,,,,,,,,,,,
Red Rock Gorge Campground,,,,,Australia,,-28.844468,151.7151707,,,,,,,,,,,,
Teewah Beach Camping Zone 4,,,,,Australia,,-26.1091163,153.1117233,,,https://parks.desi.qld.gov.au/parks/cooloola/camping,no,no,,no,no,no,,yes,yes
Woodenbong Campground,,,,,Australia,,-28.3890057,152.6057868,,,https://woodenbong.org/?page_id=36,yes,yes,,yes,yes,,,yes,yes
Blackrock Tourist Park,,,,,Australia,,-20.3942379,118.6039104,,,https://blackrocktouristpark.com.au/,yes,,,yes,yes,,,,
Coominya Caravan & Camping Park,,,,,Australia,,-27.3728278,152.4832928,,,https://www.coominyacaravanandcampingpark.com/,,hot,,yes,yes,,,yes,yes
Kilkivan RV Stop,,,,,Australia,,-26.0845369,152.237058,,,,,,,,,,,no,yes
Lindsay Point Campground,,,,,Australia,,-34.088659,141.0401003,,,,,,,,,,,,
Unknown,,,,,Australia,,-24.1238674,148.09753,,,,,,,,,,,,
Lake Boga Camp Ground 401-412,,,,,Australia,,-35.4340095,143.6527119,,,,,,,,,,,,
Lake Boga Camp Ground 501-523,,,,,Australia,,-35.4388821,143.6590921,,,,,,,,,,,,
Twin Gums Caravan Park,,,,,Australia,,-26.6796897,151.9990461,,,,yes,,,yes,yes,,,yes,
Homestead Caravan Park,,Arthur Street,,QLD,Australia,,-26.6820926,151.9976737,,,,,,,yes,yes,,,,
Nanango Caravan and Motorhome Park,,,,,Australia,,-26.6960231,151.9771861,,,,,,,,,,,,
Arts Factory Jungle Camping Retreat,,,,,Australia,,-28.6445043,153.6049319,,,,,,,,,,,,
Dwellingup Chalets and Caravan Park,,Del Park Road,,,Australia,,-32.7103289,116.055398,+61 8 9538 1157,,https://www.dwellingupcaravanpark.com.au/,yes,yes,,,,,,yes,yes
Wonga Campground,,,,,Australia,,-35.5852695,142.047404,,,,,,,,,,,,
Jinung Belgabup Camp Site,DPAW,,,,Australia,,-34.9022053,117.2643073,,,https://mundi-biddi.myshopify.com/pages/group-bookings,yes,no,,,,,,yes,no
Booner Mundak Campsite,,,,,Australia,,-34.8455783,116.9414628,,,https://mundi-biddi.myshopify.com/pages/group-bookings,yes,no,,,,,,yes,no
Kwokralup Beela Campsite,,,,,Australia,,-34.8682086,116.7553179,,,https://mundi-biddi.myshopify.com/pages/group-bookings,yes,no,,,,,,yes,no
Yirra Kartta Camp Site,,,,,Australia,,-34.7125861,116.4668222,,,https://mundi-biddi.myshopify.com/pages/group-bookings,yes,no,,,,,,yes,no
Karta Burnu Camp Site,,,,,Australia,,-34.2324668,115.9524938,,,https://mundi-biddi.myshopify.com/pages/group-bookings,yes,no,,,,,,yes,no
Nala Mia Camp Site,,,,,Australia,,-33.7963683,115.6673804,,,https://mundi-biddi.myshopify.com/pages/group-bookings,yes,no,,,,,,yes,no
Nglang Boodja Camp Site,,,,,Australia,,-33.4098386,115.9277437,,,https://mundi-biddi.myshopify.com/pages/group-bookings,yes,no,,,,,,yes,no
Yarri Camp Site,,,,,Australia,,-33.148293,116.0240082,,,https://mundi-biddi.myshopify.com/pages/group-bookings,yes,no,,,,,,yes,no
Bidjar Ngoulin Campsite,,,,,Australia,,-32.8623039,116.106458,,,https://mundi-biddi.myshopify.com/pages/group-bookings,yes,no,,,,,,yes,no
Dandalup Camp Site,,,,,Australia,,-32.5312231,116.0087626,,,https://mundi-biddi.myshopify.com/pages/group-bookings,yes,no,,,,,,yes,no
Wungong Camp Site,DBCA,,,,Australia,,-32.3021777,116.1733362,,,https://mundi-biddi.myshopify.com/pages/group-bookings,yes,no,,,,,,yes,no
Carinyah Camp Site,,,,,Australia,,-32.0951541,116.1637312,,,https://mundi-biddi.myshopify.com/pages/group-bookings,yes,no,,,,,,yes,no
Lake Brockman Bush Camping,,,,,Australia,,-33.0027972,115.9742528,,,https://www.lakebrockman.com.au/,yes,yes,,,,,,yes,yes
Donnybrook Transit Park,,,,,Australia,,-33.5701708,115.8200444,,,https://www.donnybrook-balingup.wa.gov.au/donnybrook-transit-park.aspx,yes,yes,,,yes,yes,,yes,yes
Manjimup Central Caravan Park & Backpackers,,Mottram Street,,,Australia,6258,-34.2411191,116.1495785,+61 8 9777 2355,info@manjimupcentralcaravanpark.com.au,https://www.manjimupcentralcaravanpark.com.au/,yes,yes,,,yes,no,,yes,yes
Unknown,,,,,Australia,,-42.6818256,146.7203358,,,,,,,,,,,,
Bengalee Scout Camp,Scouts NSW / South Coast and Tablelands Region,,,,Australia,,-34.8473424,150.5454021,,,https://www.sctscouts.org.au/campsites/bengalee-scout-camp/,yes,yes,,,,,,yes,
Waychinicup Inlet Campground,,,,,Australia,,-34.8932,118.3332587,,,https://exploreparks.dbca.wa.gov.au/site/waychinicup-inlet-camping-area,,no,,,,,,yes,no
Cape Riche Campground,Albany Council,,,,Australia,,-34.5976421,118.7502056,,,https://www.albany.wa.gov.au/facilities/recreation/camping.aspx,yes,yes,yes,,,,,yes,
Cosy Corner (East),Albany Council,,,,Australia,,-35.0586139,117.6462123,,,https://www.albany.wa.gov.au/facilities/recreation/camping.aspx,yes,yes,,,,,,no,yes
Cosy Corner (East),Albany Council,,,,Australia,,-35.0596195,117.6462686,,,https://www.albany.wa.gov.au/facilities/recreation/camping.aspx,yes,yes,,,,,,yes,no
Torbay Inlet,Albany Council,,,,Australia,,-35.0394972,117.6796876,,,https://www.albany.wa.gov.au/facilities/recreation/camping.aspx,yes,no,,,,,,yes,no
Camp Kennedy,,,,,Australia,,-35.0543391,117.6539987,+61 8 9845 1040,,https://campkennedy.org/,yes,yes,,,,,,yes,yes
Hunts Bridge Camping Area,,,,,Australia,,-37.710044,144.0950046,,,,no,no,,,no,no,,yes,yes
Bonville Camp Ground,,,,,Australia,,-30.4011249,153.0237894,,,https://www.hipcamp.com/en-US/land/new-south-wales-bonville-camp-ground-nelh6oym?adults=1&children=0&srid=53d2794a-bf09-46e2-bf1d-20c63042016f,yes,,,,,,,yes,yes
Bugiga Hiker Camp,"12 elevated camping platforms, 4m diameter suitable for 2-3 person tents, weather shelter, two non-flush toilets",,,,Australia,,-37.1807392,142.5088179,,,,,,,,,,,,
Rainbow Pines Tourist Park,Rainbow Pines Tourist Park,,,,Australia,,-36.040149,148.7056392,,,https://rainbowpines.com.au/,,,,,,,,,
Ingar Campsite,,,,,Australia,,-33.7710687,150.4628009,,,https://www.nationalparks.nsw.gov.au/camping-and-accommodation/campgrounds/ingar-campground,yes,no,,,,,,yes,no
Unknown,,,,,Australia,,-38.788388,145.8792056,,,,,,,,,,,,
Mount Magnet Caravan Park,,,,,Australia,,-28.0620055,117.8500747,,,https://www.mtmagnet.wa.gov.au/caravan-park,,,,,,,,yes,yes
Lock Caravan Park,District Council of Elliston,Railway Terrace,,SA,Australia,5633,-33.5698434,135.7565934,,,https://book.eyrepeninsula.com.au/lock-caravan-park#/accom/144112,yes,yes,,,yes,,,yes,yes
Leyburn Reserve Campground,Southern Downs Regioinal Council,,,,Australia,,-28.0078683,151.5825722,,,,yes,yes,,no,yes,yes,,yes,yes
Accommodation. Fishing Haven Holiday Park,,,,,Australia,,-29.4139729,153.2829172,,,https://www.fishinghaven.com.au/,,,,,,,,,
Mataranka Scout Camp,,,,,Australia,,-36.8215362,143.687209,,,,,,,,,,,,
Passmore Reserve Campground,,,,,Australia,,-27.9366,151.7160644,,,,no,no,,no,no,no,,yes,yes
Scrub Road bush Camp,,,,,Australia,,-27.4319419,152.8280668,,,,,,,,,,,,
Jugiong Camping Reserve,,,,,Australia,,-34.8248658,148.3287873,,,,,,,,,,,yes,yes
Camp Wattle Grove,,Kelvin Road,,,Australia,6107,-32.0175064,116.0213595,,,https://www.campwattlegrove.com.au/,yes,yes,,,,,,yes,yes
Crystal Brook Caravan Park,,Kelvin Road,,WA,Australia,6109,-32.0178145,116.0179974,+61 8 9453 6226,crystal.brook@bigpond.com,https://www.crystalbrookcaravanpark.com.au/,yes,yes,,,,,,,yes
Queens Grove Caravan Village,,,,,Australia,,-31.9972825,115.9457175,,,https://perthcomputerhelp.wixsite.com/queensgrovecaravan,yes,yes,,,,,,yes,yes
Ditchfield Camp,,Raglan-Mount Cole Rd,,VIC,Australia,3373,-37.3172882,143.2731936,,,,,,,,,,,yes,yes
Forest Camp North,,,,,Australia,,-38.0298618,141.1403492,,,,,,,,,,,,
Red Gum Landing,,,,,Australia,,-38.0345097,141.1553026,,,,,,,,,,,,
Wilson Hall,,,,,Australia,,-38.0220104,141.1056361,,,,,,,,,,,,
Miles Crossroads Caravan Park,,,,,Australia,,-26.6601227,150.1952294,,,,,,,,,,,,
Unknown,,,,,Australia,,-38.2141325,141.3119395,,,,,,,,,,,,
Tattersall's Van Park,,,,,Australia,,-22.3904546,143.036296,,,,,,,,,,,,
Werdug Hike-in Campground,Parks Victoria,,,,Australia,,-37.0660934,142.4849129,,,,yes,no,,,yes,,,,
